tensor(78.),tensor(384.4300),tensor(0.1990)
tensor(58.),tensor(258.7320),tensor(0.3160)
tensor(52.),tensor(552.2620),tensor(0.0960)
tensor(66.),tensor(251.9180),tensor(0.1930)
tensor(48.),tensor(58.9570),tensor(0.0300)
tensor(73.),tensor(183.3630),tensor(0.0640)
tensor(87.),tensor(483.8160),tensor(0.1670)
tensor(66.),tensor(378.0050),tensor(0.0440)
tensor(44.),tensor(454.5390),tensor(0.2700)
tensor(52.),tensor(82.1220),tensor(0.4180)
tensor(54.),tensor(105.5960),tensor(0.2140)
tensor(75.),tensor(638.9690),tensor(0.2680)
tensor(64.),tensor(130.7370),tensor(2.0530)
tensor(83.),tensor(291.1480),tensor(0.2630)
tensor(51.),tensor(652.8670),tensor(0.0660)
tensor(72.),tensor(577.2920),tensor(1.2760)
tensor(57.),tensor(303.0260),tensor(0.9470)
tensor(81.),tensor(639.9040),tensor(0.2810)
tensor(47.),tensor(71.3530),tensor(1.3220)
tensor(56.),tensor(162.0960),tensor(0.2810)
tensor(89.),tensor(51.8140),tensor(0.1110)
tensor(71.),tensor(433.1050),tensor(2.1550)
tensor(83.),tensor(105.0280),tensor(0.0430)
tensor(92.),tensor(383.3010),tensor(0.0800)
tensor(51.),tensor(122.5550),tensor(0.7330)
tensor(50.),tensor(37.7930),tensor(0.9060)
tensor(78.),tensor(366.5910),tensor(0.3900)
tensor(51.),tensor(111.1730),tensor(0.5350)
tensor(50.),tensor(201.6080),tensor(0.0410)
tensor(66.),tensor(171.9860),tensor(0.1990)
tensor(54.),tensor(302.3030),tensor(0.0360)
tensor(65.),tensor(438.0840),tensor(0.1210)
tensor(72.),tensor(844.4980),tensor(0.0810)
tensor(77.),tensor(467.0910),tensor(0.0690)
tensor(59.),tensor(766.2220),tensor(0.3240)
tensor(29.),tensor(471.2470),tensor(0.1060)
tensor(86.),tensor(527.8720),tensor(0.2820)
tensor(62.),tensor(869.8840),tensor(0.0580)
tensor(58.),tensor(495.8700),tensor(0.0780)
tensor(50.),tensor(333.9220),tensor(0.3030)
tensor(63.),tensor(305.9970),tensor(0.0330)
tensor(67.),tensor(124.5440),tensor(0.2490)
tensor(76.),tensor(124.1680),tensor(0.0430)
tensor(89.),tensor(348.5770),tensor(0.0680)
tensor(91.),tensor(347.5330),tensor(0.1970)
tensor(65.),tensor(381.6460),tensor(0.0510)
tensor(80.),tensor(341.8400),tensor(0.0440)
tensor(81.),tensor(49.6380),tensor(0.1950)
tensor(65.),tensor(388.2680),tensor(0.0810)
tensor(72.),tensor(158.2840),tensor(0.0230)
tensor(61.),tensor(343.1670),tensor(0.3050)
tensor(61.),tensor(90.8060),tensor(0.1340)
tensor(66.),tensor(28.6170),tensor(0.6470)
tensor(81.),tensor(120.7380),tensor(0.0960)
tensor(47.),tensor(289.0330),tensor(0.0730)
tensor(49.),tensor(96.5790),tensor(0.1780)
tensor(68.),tensor(321.7800),tensor(1.4000)
tensor(63.),tensor(181.6330),tensor(0.0390)
tensor(69.),tensor(295.3270),tensor(0.3870)
tensor(83.),tensor(362.2900),tensor(0.4600)
tensor(52.),tensor(142.2150),tensor(0.9710)
